State,AreaID,yearmo,LOB,MEMB_CNT,AVG_AGE,PCT_F,RiskScore,TOTAL_ALLOWED_PMPM,IP_Allowed_PMPM,OP_Allowed_PMPM,PROF_Allowed_PMPM,RX_Allowed_PMPM,Other_Allowed_PMPM,MED_ADMT_CNT,FOP_WO_ED_CNT,ED_ADMT_CNT,UC_ADMT_CNT,PCP_VIST_CNT,SPEC_VIST_CNT,ALG_TST_CNT,ALG_IMT_CNT,E_TOTPOP,AREA_SQMI,E_HU,E_HH,E_UNEMP,E_NOHSDP,E_UNINSUR,E_AGE65,E_AGE17,E_LIMENG,E_MINRTY,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ
CA,CA5,201811,MCD,156697,27.961199,0.536985392,1.326217834,$0.58 ,$0.30 ,$0.06 ,$0.14 ,$0.08 ,$0.00 ,536,71,4794,1061,16187,6485,69,107,848112,1842.466511,287498,271226,25853,88185,78474,123435,199599,77382,459811,31090,10988,17892,11400,12601
CA,CA6,201811,MCD,843,27.30130486,0.539739027,1.29782325,$43.56 ,$21.18 ,$5.14 ,$11.26 ,$5.99 ,$0.00 ,10,0,45,4,67,53,0,0,443738,2735.137621,156210,144962,13861,52042,46478,64775,99117,45552,244382,21169,6950,15410,8052,19863
CA,CA7,201811,MCD,2085,23.60047962,0.52853717,1.085870983,$82.17 ,$16.34 ,$34.58 ,$19.36 ,$11.89 ,$0.00 ,7,0,89,12,124,135,0,2,883053,8132.256436,295756,267913,39056,139584,77216,92005,257750,84735,576023,15490,21557,24792,18281,31126
CA,CA8,201811,MCD,226,31.43362832,0.482300885,1.176424779,$25.43 ,$0.00 ,$3.48 ,$17.62 ,$4.33 ,$0.00 ,0,0,10,3,15,19,0,0,281455,3300.636162,121095,105317,6175,17123,20715,52758,50492,9045,86881,7329,9630,3482,4557,16435
CA,CA9,201811,MCD,294,25.15306122,0.605442177,0.820945578,$61.78 ,$0.00 ,$28.37 ,$30.51 ,$2.89 ,$0.00 ,0,0,9,0,6,25,0,1,433212,3281.719108,141155,126052,10475,78816,46650,55515,114125,75432,301974,14534,6567,17221,5984,17741
CA,CA1,201812,MCD,189406,30.07179287,0.540642852,1.73705541,$364.97 ,$141.57 ,$68.78 ,$101.89 ,$52.74 ,$0.00 ,915,24,5790,1555,40,30352,55,72,3302833,4208.762531,1204884,1118980,106962,286008,279602,439595,726344,216965,1787453,255366,42081,75015,61486,89451
CA,CA10,201812,MCD,364,24.38461539,0.527472528,0.966483517,$35.08 ,$0.00 ,$7.25 ,$14.04 ,$13.79 ,$0.00 ,0,2,11,5,17,17,0,0,460477,4824.376542,147791,136106,18321,81345,44779,50391,143528,61208,326860,6561,10023,13317,8274,5426
CA,CA11,201812,MCD,109,27.33944954,0.550458716,1.149825688,$43.22 ,$0.00 ,$3.68 ,$16.51 ,$23.03 ,$0.00 ,0,0,3,1,2,5,0,0,150075,1390.308446,45792,42735,4855,24270,10946,14567,40935,13829,101017,2919,1938,3483,2730,14912
CA,CA12,201812,MCD,694,26.26368876,0.569164265,1.220514409,$215.70 ,$86.90 ,$70.82 ,$34.46 ,$23.52 ,$0.00 ,6,1,28,7,18,47,0,1,978130,5958.095977,328577,304624,41276,147389,92035,114438,279979,108140,686675,23756,12508,28262,25805,16750
CA,CA13,201812,MCD,335,30.13432836,0.537313433,1.315035821,$216.95 ,$18.58 ,$25.15 ,$147.56 ,$25.67 ,$0.00 ,2,0,12,1,5,49,0,0,342954,21389.49918,163854,119622,10594,41422,24903,67475,74845,21273,143965,5802,14241,5844,5879,17935
CA,CA14,201812,MCD,96897,32.56502265,0.519242082,1.155137197,$194.21 ,$68.05 ,$76.76 ,$49.35 ,$0.05 ,$0.00 ,393,13,2929,24,61,14837,22,57,2255381,3124.860076,789873,749021,60919,189668,113096,295103,502048,188257,1461149,154299,25948,59669,38303,48904
CA,CA15,201812,MCD,665,22.21353384,0.532330827,0.877461654,$99.18 ,$20.13 ,$35.74 ,$42.06 ,$1.26 ,$0.00 ,3,3,24,3,2,91,0,0,269075,1935.645521,84795,79606,14912,48433,23145,29320,80062,34066,193067,3236,5216,7611,5801,5926
CA,CA16,201812,MCD,2136,32.80430712,0.561797753,1.153948502,$234.91 ,$114.30 ,$63.40 ,$46.39 ,$10.81 ,$0.00 ,11,0,80,5,15,248,0,2,4673221,2470.336258,1796567,1692047,128698,373438,232541,689629,936866,360315,2804353,396804,19220,110888,205390,80356
CA,CA17,201812,MCD,645,22.19069767,0.537984496,0.777682171,$98.64 ,$32.15 ,$34.32 ,$31.43 ,$0.74 ,$0.00 ,1,0,23,0,2,61,1,0,539301,1496.015066,181213,172682,26130,73664,35012,67770,146907,48530,309505,12059,7723,11489,11100,5269
CA,CA18,201812,MCD,977,27.68065507,0.54247697,1.429809621,$313.25 ,$88.10 ,$143.77 ,$61.21 ,$20.17 ,$0.00 ,7,0,43,0,6,118,0,1,732212,1392.385418,241055,226727,28989,96905,53972,89461,201506,62038,494325,20238,8143,16525,14450,15994
CA,CA19,201812,MCD,45511,31.59113181,0.504559337,1.496419855,$307.85 ,$152.32 ,$52.91 ,$66.15 ,$36.47 ,$0.00 ,188,5,1953,733,20,5386,7,85,2291738,5095.099057,896341,819372,75758,168734,134416,335498,532415,114749,1083594,101802,25772,34828,51388,38576
CA,CA2,201812,MCD,11159,30.35567703,0.53176808,1.579536338,$251.37 ,$75.16 ,$59.76 ,$74.78 ,$41.67 ,$0.00 ,40,4,439,30,43,1261,1,22,180216,4176.578436,57468,44057,10782,33928,15883,22446,51676,34263,160443,3448,6076,4616,3242,9708
CA,CA20,201812,MCD,246,29.19512195,0.581300813,1.199020325,$311.44 ,$136.20 ,$93.16 ,$65.17 ,$16.91 ,$0.00 ,2,0,15,1,1,28,0,0,438530,821.7515515,156896,149067,15346,36031,23696,64390,98813,20223,269660,13520,4468,7695,7541,10444
CA,CA21,201812,MCD,182,32.86263736,0.554945055,1.254543956,$242.10 ,$114.03 ,$40.36 ,$74.91 ,$12.79 ,$0.00 ,0,0,5,3,4,24,0,0,641847,2324.181643,263188,238371,17271,57501,43401,116457,130712,38050,249451,23427,13544,12933,11677,12597
CA,CA22,201812,MCD,258,23.92635659,0.565891473,1.167922481,$205.72 ,$38.66 ,$71.99 ,$35.26 ,$59.81 ,$0.00 ,0,0,9,5,1,25,0,0,171365,1234.545845,62685,58539,6792,22175,14964,23303,45990,13426,84511,4555,4913,3992,3786,2411
CA,CA23,201812,MCD,101,35.87128713,0.584158416,1.160772277,$124.90 ,$0.00 ,$14.76 ,$85.45 ,$24.70 ,$0.00 ,0,0,8,1,1,16,0,0,151906,9005.172163,84579,59685,4117,9269,9764,35175,25619,1701,28770,2723,7154,1011,2769,11716
CA,CA24,201812,MCD,331,27.1510574,0.534743202,1.348610272,$95.84 ,$4.55 ,$29.27 ,$44.33 ,$17.69 ,$0.00 ,0,0,18,1,1,35,0,0,428006,8864.022501,193696,163983,16804,39396,35478,79271,91192,17615,138500,10651,26639,6204,11021,9809
CA,CA25,201812,MCD,493,33.98174442,0.511156187,1.515046653,$333.93 ,$162.13 ,$59.55 ,$82.01 ,$30.24 ,$0.00 ,4,0,24,10,8,50,0,0,470990,24672.40534,218386,187277,15591,36021,38019,90963,98766,8104,114440,8163,28551,6986,13481,12724
CA,CA3,201812,MCD,129062,30.42875517,0.525863539,1.23944333,$235.39 ,$104.19 ,$40.87 ,$64.19 ,$26.13 ,$0.00 ,371,28,3408,1989,67,13855,26,102,4518699,27266.44488,1549773,1348982,180356,553160,432652,561952,1186660,340581,3038969,129608,113905,106066,62893,91930
CA,CA4,201812,MCD,103132,27.02405655,0.526325486,1.058142798,$218.08 ,$119.34 ,$25.77 ,$47.75 ,$25.22 ,$0.00 ,285,14,2808,672,235,10809,18,110,13262234,4850.972611,4615697,4338482,441609,1781058,1352330,1739765,2957709,1601964,9307146,1149887,86507,469799,343744,220875
CA,CA5,201812,MCD,154666,28.03550877,0.537002315,1.329672591,$0.33 ,$0.06 ,$0.09 ,$0.14 ,$0.05 ,$0.00 ,605,75,4851,1247,15298,6080,63,107,848112,1842.466511,287498,271226,25853,88185,78474,123435,199599,77382,459811,31090,10988,17892,11400,12601
CA,CA6,201812,MCD,805,27.35900621,0.540372671,1.238329193,$37.91 ,$13.60 ,$5.49 ,$9.28 ,$9.55 ,$0.00 ,2,1,31,4,63,42,0,0,443738,2735.137621,156210,144962,13861,52042,46478,64775,99117,45552,244382,21169,6950,15410,8052,19863
CA,CA7,201812,MCD,2003,23.5097354,0.531702446,1.087514229,$46.51 ,$12.08 ,$8.69 ,$15.50 ,$10.24 ,$0.00 ,7,1,83,13,111,112,0,3,883053,8132.256436,295756,267913,39056,139584,77216,92005,257750,84735,576023,15490,21557,24792,18281,31126
CA,CA8,201812,MCD,216,31.57407407,0.481481482,1.192638889,$22.28 ,$0.00 ,$2.96 ,$15.74 ,$3.58 ,$0.00 ,1,0,5,3,9,20,0,0,281455,3300.636162,121095,105317,6175,17123,20715,52758,50492,9045,86881,7329,9630,3482,4557,16435
CA,CA9,201812,MCD,285,25.38245614,0.607017544,0.818564912,$106.07 ,$56.84 ,$18.94 ,$26.72 ,$3.58 ,$0.00 ,1,0,9,0,3,21,0,1,433212,3281.719108,141155,126052,10475,78816,46650,55515,114125,75432,301974,14534,6567,17221,5984,17741
CA,CA1,201901,MCD,183051,29.48607219,0.541226216,1.856798493,$378.18 ,$135.19 ,$68.39 ,$117.45 ,$57.16 ,$0.00 ,792,27,6009,1696,58,36128,117,64,3302833,4208.762531,1204884,1118980,106962,286008,279602,439595,726344,216965,1787453,255366,42081,75015,61486,89451
CA,CA10,201901,MCD,280,24.53214286,0.539285714,1.287957143,$75.92 ,$26.04 ,$18.19 ,$23.26 ,$8.42 ,$0.00 ,1,1,7,2,19,14,0,0,460477,4824.376542,147791,136106,18321,81345,44779,50391,143528,61208,326860,6561,10023,13317,8274,5426
CA,CA11,201901,MCD,87,22.17241379,0.471264368,1.468988506,$37.18 ,$0.00 ,$8.27 ,$18.41 ,$10.50 ,$0.00 ,0,0,2,0,2,10,0,0,150075,1390.308446,45792,42735,4855,24270,10946,14567,40935,13829,101017,2919,1938,3483,2730,14912
CA,CA12,201901,MCD,540,26.46296296,0.540740741,1.17397037,$68.62 ,$26.01 ,$9.06 ,$23.80 ,$9.74 ,$0.00 ,1,1,18,4,15,27,0,0,978130,5958.095977,328577,304624,41276,147389,92035,114438,279979,108140,686675,23756,12508,28262,25805,16750
CA,CA13,201901,MCD,289,28.02768166,0.512110727,1.328114187,$32.35 ,$0.00 ,$5.90 ,$17.36 ,$9.08 ,$0.00 ,1,0,3,2,3,19,0,0,342954,21389.49918,163854,119622,10594,41422,24903,67475,74845,21273,143965,5802,14241,5844,5879,17935
CA,CA14,201901,MCD,92494,31.84182758,0.519785067,1.217128495,$12.55 ,$7.22 ,$2.80 ,$2.48 ,$0.05 ,$0.00 ,21,5,113,9,46,533,0,3,2255381,3124.860076,789873,749021,60919,189668,113096,295103,502048,188257,1461149,154299,25948,59669,38303,48904
CA,CA15,201901,MCD,574,22.12369338,0.510452962,0.911006969,$17.35 ,$0.00 ,$4.16 ,$9.36 ,$3.83 ,$0.00 ,0,0,5,3,3,11,0,0,269075,1935.645521,84795,79606,14912,48433,23145,29320,80062,34066,193067,3236,5216,7611,5801,5926
CA,CA16,201901,MCD,1899,32.33491311,0.55450237,1.14021327,$70.35 ,$24.52 ,$14.43 ,$22.65 ,$8.75 ,$0.00 ,2,0,41,9,11,97,0,0,4673221,2470.336258,1796567,1692047,128698,373438,232541,689629,936866,360315,2804353,396804,19220,110888,205390,80356
CA,CA17,201901,MCD,598,21.77257525,0.513377926,0.773107023,$29.79 ,$11.86 ,$1.91 ,$14.83 ,$1.20 ,$0.00 ,0,0,6,1,5,14,0,0,539301,1496.015066,181213,172682,26130,73664,35012,67770,146907,48530,309505,12059,7723,11489,11100,5269
CA,CA18,201901,MCD,875,27.33142857,0.542857143,1.381846857,$50.76 ,$6.07 ,$7.22 ,$29.95 ,$7.52 ,$0.00 ,0,0,16,2,8,35,2,0,732212,1392.385418,241055,226727,28989,96905,53972,89461,201506,62038,494325,20238,8143,16525,14450,15994
CA,CA19,201901,MCD,40764,30.61963988,0.499337651,1.393196178,$243.83 ,$99.48 ,$49.37 ,$62.72 ,$32.25 ,$0.00 ,164,2,1930,678,19,4650,11,57,2291738,5095.099057,896341,819372,75758,168734,134416,335498,532415,114749,1083594,101802,25772,34828,51388,38576
CA,CA2,201901,MCD,11222,29.77348066,0.530921404,1.697651132,$255.56 ,$56.22 ,$75.05 ,$84.32 ,$39.97 ,$0.00 ,43,8,463,27,1,1464,6,31,180216,4176.578436,57468,44057,10782,33928,15883,22446,51676,34263,160443,3448,6076,4616,3242,9708
CA,CA20,201901,MCD,185,29.97837838,0.589189189,1.469956757,$203.81 ,$0.00 ,$121.19 ,$55.82 ,$26.79 ,$0.00 ,0,0,8,1,1,8,0,0,438530,821.7515515,156896,149067,15346,36031,23696,64390,98813,20223,269660,13520,4468,7695,7541,10444
CA,CA21,201901,MCD,167,31.65269461,0.526946108,1.322221557,$92.25 ,$0.00 ,$11.95 ,$65.19 ,$15.11 ,$0.00 ,0,0,7,2,1,16,0,0,641847,2324.181643,263188,238371,17271,57501,43401,116457,130712,38050,249451,23427,13544,12933,11677,12597
CA,CA22,201901,MCD,228,23.68421053,0.574561404,1.122004386,$147.74 ,$12.66 ,$20.69 ,$45.83 ,$68.55 ,$0.00 ,1,0,14,3,1,23,0,0,171365,1234.545845,62685,58539,6792,22175,14964,23303,45990,13426,84511,4555,4913,3992,3786,2411
CA,CA23,201901,MCD,93,31.75268817,0.569892473,1.466956989,$159.94 ,$0.00 ,$7.96 ,$103.42 ,$48.56 ,$0.00 ,0,0,3,1,2,7,0,1,151906,9005.172163,84579,59685,4117,9269,9764,35175,25619,1701,28770,2723,7154,1011,2769,11716
CA,CA24,201901,MCD,287,24.8815331,0.540069686,1.239390244,$53.16 ,$0.00 ,$10.90 ,$33.79 ,$8.48 ,$0.00 ,0,0,15,2,2,27,1,0,428006,8864.022501,193696,163983,16804,39396,35478,79271,91192,17615,138500,10651,26639,6204,11021,9809
CA,CA25,201901,MCD,380,32.65789474,0.515789474,1.457047368,$126.27 ,$12.45 ,$20.11 ,$57.68 ,$36.03 ,$0.00 ,1,0,13,2,12,38,0,0,470990,24672.40534,218386,187277,15591,36021,38019,90963,98766,8104,114440,8163,28551,6986,13481,12724
CA,CA3,201901,MCD,115902,29.99806733,0.523407707,1.296918397,$211.70 ,$78.36 ,$40.01 ,$67.35 ,$25.97 ,$0.00 ,313,20,3249,1904,104,14392,37,86,4518699,27266.44488,1549773,1348982,180356,553160,432652,561952,1186660,340581,3038969,129608,113905,106066,62893,91930
CA,CA4,201901,MCD,88834,26.69934935,0.526048585,1.159725691,$213.79 ,$102.43 ,$28.70 ,$56.11 ,$26.56 ,$0.00 ,233,9,2544,742,236,11673,18,94,13262234,4850.972611,4615697,4338482,441609,1781058,1352330,1739765,2957709,1601964,9307146,1149887,86507,469799,343744,220875
CA,CA5,201901,MCD,157343,27.53875292,0.537087764,1.44753724,$0.21 ,$0.00 ,$0.09 ,$0.08 ,$0.04 ,$0.00 ,668,76,5732,1506,19417,7539,58,100,848112,1842.466511,287498,271226,25853,88185,78474,123435,199599,77382,459811,31090,10988,17892,11400,12601
CA,,201901,MCD,636,25.96383648,0.55345912,1.114718554,$39.43 ,$28.65 ,$1.67 ,$5.56 ,$3.54 ,$0.00 ,1,0,28,2,58,33,0,0,443738,2735.137621,156210,144962,13861,52042,46478,64775,99117,45552,244382,21169,6950,15410,8052,19863
CA,CA7,201901,MCD,1537,22.82563435,0.528952505,1.142607027,$53.50 ,$3.83 ,$20.96 ,$19.44 ,$9.27 ,$0.00 ,2,2,83,14,108,106,0,2,883053,8132.256436,295756,267913,39056,139584,77216,92005,257750,84735,576023,15490,21557,24792,18281,31126
CA,CA8,201901,MCD,212,29.61792453,0.509433962,0.98115566,$22.05 ,$0.00 ,$3.30 ,$12.64 ,$6.11 ,$0.00 ,0,0,4,2,9,16,0,0,281455,3300.636162,121095,105317,6175,17123,20715,52758,50492,9045,86881,7329,9630,3482,4557,16435
CA,CA9,201901,MCD,232,26.02586207,0.61637931,0.93525,$30.99 ,$0.00 ,$5.30 ,$24.01 ,$1.68 ,$0.00 ,1,0,5,1,4,7,0,1,433212,3281.719108,141155,126052,10475,78816,46650,55515,114125,75432,301974,14534,6567,17221,5984,17741
CA,CA1,201902,MCD,185830,29.51860302,0.541075176,1.851888823,$348.71 ,$126.19 ,$62.90 ,$108.32 ,$51.29 ,$0.00 ,747,23,5648,1811,44,35145,82,60,3302833,4208.762531,1204884,1118980,106962,286008,279602,439595,726344,216965,1787453,255366,42081,75015,61486,89451
CA,CA10,201902,MCD,289,24.83044983,0.546712803,1.293055363,$56.71 ,$0.00 ,$19.34 ,$27.86 ,$9.51 ,$0.00 ,0,0,9,3,14,16,0,0,460477,4824.376542,147791,136106,18321,81345,44779,50391,143528,61208,326860,6561,10023,13317,8274,5426
CA,CA11,201902,MCD,89,22.69662921,0.483146067,1.46088764,$35.79 ,$0.00 ,$4.69 ,$24.53 ,$6.58 ,$0.00 ,0,0,5,0,2,10,0,0,150075,1390.308446,45792,42735,4855,24270,10946,14567,40935,13829,101017,2919,1938,3483,2730,14912
CA,CA12,201902,MCD,558,26.61648746,0.535842294,1.169973118,$83.97 ,$40.31 ,$6.20 ,$31.10 ,$6.36 ,$0.00 ,4,0,17,4,23,42,0,0,978130,5958.095977,328577,304624,41276,147389,92035,114438,279979,108140,686675,23756,12508,28262,25805,16750
CA,CA13,201902,MCD,296,27.45945946,0.513513514,1.235422297,$122.24 ,$67.52 ,$7.13 ,$39.91 ,$7.68 ,$0.00 ,2,0,12,3,2,16,0,0,342954,21389.49918,163854,119622,10594,41422,24903,67475,74845,21273,143965,5802,14241,5844,5879,17935
CA,,201902,MCD,94220,31.86177033,0.519900234,1.213611282,$16.76 ,$10.30 ,$3.31 ,$3.11 ,$0.04 ,$0.00 ,24,4,165,9,36,601,0,0,2255381,3124.860076,789873,749021,60919,189668,113096,295103,502048,188257,1461149,154299,25948,59669,38303,48904
CA,CA15,201902,MCD,594,21.95286195,0.506734007,0.902131313,$9.47 ,$0.00 ,$0.25 ,$7.45 ,$1.76 ,$0.00 ,1,0,5,1,6,14,0,0,269075,1935.645521,84795,79606,14912,48433,23145,29320,80062,34066,193067,3236,5216,7611,5801,5926
CA,,201902,MCD,1952,32.47028689,0.551229508,1.158222848,$78.33 ,$26.34 ,$16.60 ,$27.72 ,$7.67 ,$0.00 ,2,0,37,8,13,89,0,0,4673221,2470.336258,1796567,1692047,128698,373438,232541,689629,936866,360315,2804353,396804,19220,110888,205390,80356
CA,CA17,201902,MCD,608,21.72697368,0.513157895,0.781822368,$10.67 ,$0.00 ,$1.77 ,$7.38 ,$1.53 ,$0.00 ,0,0,9,0,4,16,0,0,539301,1496.015066,181213,172682,26130,73664,35012,67770,146907,48530,309505,12059,7723,11489,11100,5269
CA,CA18,201902,MCD,903,27.47397564,0.545957918,1.363530454,$79.11 ,$16.75 ,$31.47 ,$21.86 ,$9.03 ,$0.00 ,2,0,14,9,4,26,1,1,732212,1392.385418,241055,226727,28989,96905,53972,89461,201506,62038,494325,20238,8143,16525,14450,15994
CA,CA19,201902,MCD,41422,30.64262952,0.499541307,1.38758609,$245.86 ,$102.80 ,$53.61 ,$62.67 ,$26.78 ,$0.00 ,149,1,1902,718,16,3913,10,45,2291738,5095.099057,896341,819372,75758,168734,134416,335498,532415,114749,1083594,101802,25772,34828,51388,38576
CA,CA2,201902,MCD,11360,29.81496479,0.530985916,1.703663028,$229.29 ,$51.71 ,$62.57 ,$75.60 ,$39.42 ,$0.00 ,34,3,445,18,2,1560,2,28,180216,4176.578436,57468,44057,10782,33928,15883,22446,51676,34263,160443,3448,6076,4616,3242,9708
CA,,201902,MCD,196,29.95918367,0.586734694,1.45930102,$189.73 ,$0.00 ,$117.65 ,$45.45 ,$26.63 ,$0.00 ,0,0,9,1,1,15,0,0,438530,821.7515515,156896,149067,15346,36031,23696,64390,98813,20223,269660,13520,4468,7695,7541,10444
CA,CA21,201902,MCD,181,31.08839779,0.519337017,1.270580111,$82.53 ,$19.84 ,$18.97 ,$34.31 ,$9.41 ,$0.00 ,2,0,4,2,4,17,0,0,641847,2324.181643,263188,238371,17271,57501,43401,116457,130712,38050,249451,23427,13544,12933,11677,12597
CA,CA22,201902,MCD,236,23.41949153,0.576271186,1.082033898,$214.45 ,$82.71 ,$16.68 ,$45.77 ,$69.30 ,$0.00 ,1,0,12,3,2,23,0,0,171365,1234.545845,62685,58539,6792,22175,14964,23303,45990,13426,84511,4555,4913,3992,3786,2411
CA,CA23,201902,MCD,97,31.74226804,0.567010309,1.431731959,$218.05 ,$0.00 ,$143.77 ,$57.72 ,$16.56 ,$0.00 ,0,0,4,1,1,8,0,1,151906,9005.172163,84579,59685,4117,9269,9764,35175,25619,1701,28770,2723,7154,1011,2769,11716
CA,CA24,201902,MCD,288,25.07291667,0.541666667,1.246177083,$122.62 ,$37.37 ,$24.01 ,$51.10 ,$10.13 ,$0.00 ,1,0,10,3,3,23,0,0,428006,8864.022501,193696,163983,16804,39396,35478,79271,91192,17615,138500,10651,26639,6204,11021,9809
CA,CA25,201902,MCD,385,32.92207792,0.51948052,1.450755844,$174.08 ,$57.97 ,$42.44 ,$42.81 ,$30.86 ,$0.00 ,1,0,6,1,9,38,0,0,470990,24672.40534,218386,187277,15591,36021,38019,90963,98766,8104,114440,8163,28551,6986,13481,12724
CA,CA3,201902,MCD,118582,29.99018401,0.523013611,1.292637871,$203.78 ,$78.30 ,$38.84 ,$64.74 ,$21.90 ,$0.00 ,284,22,3429,2255,70,13396,40,83,4518699,27266.44488,1549773,1348982,180356,553160,432652,561952,1186660,340581,3038969,129608,113905,106066,62893,91930
CA,CA4,201902,MCD,89901,26.78835608,0.526579237,1.163353322,$199.58 ,$99.60 ,$26.08 ,$50.10 ,$23.80 ,$0.00 ,228,9,2576,889,250,11579,11,86,13262234,4850.972611,4615697,4338482,441609,1781058,1352330,1739765,2957709,1601964,9307146,1149887,86507,469799,343744,220875
CA,,201902,MCD,159548,27.59491188,0.537505954,1.44354724,$0.29 ,$0.10 ,$0.06 ,$0.10 ,$0.03 ,$0.00 ,570,70,5752,1762,19076,7082,70,104,848112,1842.466511,287498,271226,25853,88185,78474,123435,199599,77382,459811,31090,10988,17892,11400,12601
CA,CA6,201902,MCD,654,26.00764526,0.555045872,1.128327217,$24.16 ,$10.14 ,$1.28 ,$7.17 ,$5.57 ,$0.00 ,5,0,32,4,53,41,0,0,443738,2735.137621,156210,144962,13861,52042,46478,64775,99117,45552,244382,21169,6950,15410,8052,19863
CA,CA7,201902,MCD,1571,22.84914068,0.527052833,1.143939529,$58.16 ,$10.86 ,$16.22 ,$22.66 ,$8.42 ,$0.00 ,6,1,67,18,89,90,1,2,883053,8132.256436,295756,267913,39056,139584,77216,92005,257750,84735,576023,15490,21557,24792,18281,31126
CA,CA8,201902,MCD,216,30.0462963,0.509259259,1.021287037,$31.76 ,$15.00 ,$4.08 ,$11.50 ,$1.18 ,$0.00 ,0,1,6,0,15,16,1,0,281455,3300.636162,121095,105317,6175,17123,20715,52758,50492,9045,86881,7329,9630,3482,4557,16435
CA,,201902,MCD,251,26.04780877,0.617529881,0.915187251,$53.43 ,$27.43 ,$5.22 ,$19.10 ,$1.68 ,$0.00 ,1,0,6,1,5,9,0,1,433212,3281.719108,141155,126052,10475,78816,46650,55515,114125,75432,301974,14534,6567,17221,5984,17741
CA,CA1,201903,MCD,188638,29.54083483,0.541004464,1.844310611,$381.72 ,$136.83 ,$70.36 ,$120.09 ,$54.44 ,$0.00 ,869,30,6823,2072,43,37763,113,66,3302833,4208.762531,1204884,1118980,106962,286008,279602,439595,726344,216965,1787453,255366,42081,75015,61486,89451
CA,CA10,201903,MCD,301,24.49833887,0.548172758,1.290850498,$56.79 ,$0.00 ,$19.93 ,$26.01 ,$10.85 ,$0.00 ,1,0,12,1,15,20,0,0,460477,4824.376542,147791,136106,18321,81345,44779,50391,143528,61208,326860,6561,10023,13317,8274,5426
CA,CA11,201903,MCD,96,22.36458333,0.489583333,1.396489583,$59.15 ,$0.00 ,$29.59 ,$25.50 ,$4.05 ,$0.00 ,0,0,4,0,2,8,0,0,150075,1390.308446,45792,42735,4855,24270,10946,14567,40935,13829,101017,2919,1938,3483,2730,14912
CA,CA12,201903,MCD,570,26.47192983,0.535087719,1.1619,$70.42 ,$17.06 ,$13.09 ,$32.06 ,$8.21 ,$0.00 ,2,1,30,5,17,38,1,0,978130,5958.095977,328577,304624,41276,147389,92035,114438,279979,108140,686675,23756,12508,28262,25805,16750
CA,CA13,201903,MCD,303,27.71287129,0.504950495,1.271231023,$94.68 ,$30.19 ,$7.35 ,$50.49 ,$6.66 ,$0.00 ,0,0,9,3,6,21,0,0,342954,21389.49918,163854,119622,10594,41422,24903,67475,74845,21273,143965,5802,14241,5844,5879,17935
CA,CA14,201903,MCD,95676,31.90007944,0.519827334,1.21329509,$25.28 ,$11.09 ,$6.02 ,$8.14 ,$0.04 ,$0.00 ,50,4,751,10,36,868,1,1,2255381,3124.860076,789873,749021,60919,189668,113096,295103,502048,188257,1461149,154299,25948,59669,38303,48904
CA,CA15,201903,MCD,601,22.06655574,0.505823627,0.902738769,$35.85 ,$8.99 ,$14.52 ,$10.76 ,$1.59 ,$0.00 ,0,0,12,2,5,24,0,0,269075,1935.645521,84795,79606,14912,48433,23145,29320,80062,34066,193067,3236,5216,7611,5801,5926
CA,CA16,201903,MCD,2000,32.4295,0.5485,1.1505505,$98.98 ,$45.40 ,$17.42 ,$26.02 ,$10.14 ,$0.00 ,6,0,43,17,15,116,0,0,4673221,2470.336258,1796567,1692047,128698,373438,232541,689629,936866,360315,2804353,396804,19220,110888,205390,80356
CA,CA17,201903,MCD,622,21.71221865,0.512861736,0.784731511,$20.81 ,$0.00 ,$3.67 ,$12.51 ,$4.63 ,$0.00 ,0,0,11,4,9,19,0,0,539301,1496.015066,181213,172682,26130,73664,35012,67770,146907,48530,309505,12059,7723,11489,11100,5269
CA,CA18,201903,MCD,925,27.53621622,0.545945946,1.349418378,$51.63 ,$9.36 ,$3.06 ,$29.75 ,$9.45 ,$0.00 ,0,0,15,6,7,45,1,2,732212,1392.385418,241055,226727,28989,96905,53972,89461,201506,62038,494325,20238,8143,16525,14450,15994
CA,CA19,201903,MCD,42077,30.63588184,0.499108777,1.379451482,$266.47 ,$108.67 ,$60.84 ,$68.70 ,$28.25 ,$0.00 ,178,4,2177,1004,19,4948,10,49,2291738,5095.099057,896341,819372,75758,168734,134416,335498,532415,114749,1083594,101802,25772,34828,51388,38576
CA,CA2,201903,MCD,11480,29.90557491,0.531097561,1.705317596,$296.89 ,$89.29 ,$73.74 ,$91.31 ,$42.56 ,$0.00 ,42,6,474,26,2,1616,6,32,180216,4176.578436,57468,44057,10782,33928,15883,22446,51676,34263,160443,3448,6076,4616,3242,9708
CA,,201903,MCD,202,30.0049505,0.579207921,1.449792079,$220.32 ,$19.99 ,$138.27 ,$44.32 ,$17.74 ,$0.00 ,0,0,15,3,2,13,0,0,438530,821.7515515,156896,149067,15346,36031,23696,64390,98813,20223,269660,13520,4468,7695,7541,10444
CA,CA21,201903,MCD,185,31.14594595,0.524324324,1.253281081,$68.49 ,$0.00 ,$7.72 ,$42.97 ,$17.80 ,$0.00 ,0,0,6,4,3,16,0,0,641847,2324.181643,263188,238371,17271,57501,43401,116457,130712,38050,249451,23427,13544,12933,11677,12597
